,x,y,z,intensity,range,category
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.55029296875,7.24609375,-2.017578125,0.0235290527344,7.54296875,0.0
122,0.52490234375,7.24609375,-2.017578125,0.0313720703125,7.54296875,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0
133,-0.5224609375,7.1640625,-2.017578125,0.0274505615234,7.4609375,0.0
134,-0.5966796875,7.140625,-2.013671875,0.0274505615234,7.44140625,0.0
135,-0.6982421875,7.12109375,-2.013671875,0.0274505615234,7.43359375,0.0
136,-0.77490234375,7.12109375,-2.017578125,0.0313720703125,7.4375,0.0
137,-0.8740234375,7.09765625,-2.017578125,0.0235290527344,7.4296875,0.0
138,-0.9482421875,7.07421875,-2.015625,0.0392150878906,7.41796875,0.0
139,-1.0244140625,7.0625,-2.015625,0.0313720703125,7.4140625,0.0
140,-1.1240234375,7.0390625,-2.015625,0.0274505615234,7.40625,0.0
141,-1.2001953125,7.01953125,-2.015625,0.0235290527344,7.3984375,0.0
142,-1.298828125,6.99609375,-2.015625,0.0274505615234,7.39453125,0.0
143,-1.369140625,6.96484375,-2.013671875,0.0431518554688,7.375,0.0
144,-1.4462890625,6.95703125,-2.015625,0.0353088378906,7.38671875,0.0
145,-1.5439453125,6.921875,-2.013671875,0.0274505615234,7.3671875,0.0
146,-1.615234375,6.89453125,-2.013671875,0.0313720703125,7.36328125,0.0
147,-1.71484375,6.86328125,-2.013671875,0.0235290527344,7.35546875,0.0
148,-1.787109375,6.83984375,-2.013671875,0.0235290527344,7.3515625,0.0
149,-1.8603515625,6.81640625,-2.013671875,0.0274505615234,7.34375,0.0
150,-1.95703125,6.78125,-2.013671875,0.0235290527344,7.33984375,0.0
151,-2.033203125,6.765625,-2.017578125,0.0235290527344,7.33203125,0.0
152,-2.1328125,6.73828125,-2.01953125,0.0235290527344,7.3359375,0.0
153,-2.19921875,6.703125,-2.017578125,0.0431518554688,7.33203125,0.0
154,-2.267578125,6.66015625,-2.013671875,0.0274505615234,7.3203125,0.0
155,-2.361328125,6.625,-2.015625,0.0313720703125,7.30859375,0.0
156,-2.42578125,6.5859375,-2.01171875,0.0235290527344,7.30078125,0.0
157,-2.521484375,6.55078125,-2.013671875,0.0235290527344,7.296875,0.0
158,-2.58984375,6.51171875,-2.01171875,0.0235290527344,7.2890625,0.0
159,-2.65625,6.47265625,-2.01171875,0.0235290527344,7.28125,0.0
160,-2.75390625,6.44140625,-2.015625,0.0235290527344,7.28515625,0.0
161,-2.8203125,6.40234375,-2.013671875,0.0235290527344,7.27734375,0.0
162,-2.90625,6.34375,-2.01171875,0.0313720703125,7.26171875,0.0
163,-2.9765625,6.31640625,-2.013671875,0.0274505615234,7.265625,0.0
164,-3.044921875,6.27734375,-2.013671875,0.0274505615234,7.26171875,0.0
165,-3.130859375,6.2265625,-2.01171875,0.0313720703125,7.25,0.0
166,-3.197265625,6.1875,-2.01171875,0.0274505615234,7.24609375,0.0
167,-3.26171875,6.1484375,-2.01171875,0.0274505615234,7.2421875,0.0
168,-3.34765625,6.09375,-2.01171875,0.0235290527344,7.2265625,0.0
169,-3.40625,6.04296875,-2.009765625,0.0313720703125,7.22265625,0.0
170,-3.46875,6.0,-2.0078125,0.0470581054688,7.21484375,0.0
171,-3.548828125,5.93359375,-2.005859375,0.066650390625,7.19921875,0.0
172,-3.61328125,5.890625,-2.005859375,0.0706176757812,7.1953125,0.0
173,-3.67578125,5.8515625,-2.005859375,0.0549011230469,7.19140625,0.0
174,-3.751953125,5.78125,-2.00390625,0.0274505615234,7.1796875,0.0
175,-3.8125,5.73828125,-2.00390625,0.0313720703125,7.17578125,0.0
176,-3.890625,5.671875,-2.001953125,0.0235290527344,7.1640625,0.0
177,-3.951171875,5.625,-2.001953125,0.0235290527344,7.16015625,0.0
178,-4.00390625,5.5703125,-2.0,0.0196075439453,7.1484375,0.0
179,-4.078125,5.50390625,-1.9970703125,0.0235290527344,7.13671875,0.0
180,-4.13671875,5.45703125,-1.998046875,0.0196075439453,7.12890625,0.0
181,-4.1953125,5.40625,-1.998046875,0.0235290527344,7.12890625,0.0
182,-4.26171875,5.328125,-1.9931640625,0.0196075439453,7.109375,0.0
183,-4.3125,5.2734375,-1.9912109375,0.0196075439453,7.09765625,0.0
184,-4.36328125,5.21875,-1.9892578125,0.0235290527344,7.0859375,0.0
185,-4.44140625,5.15234375,-1.990234375,0.0196075439453,7.0859375,0.0
186,-4.4921875,5.09765625,-1.9892578125,0.0196075439453,7.08203125,0.0
187,-4.54296875,5.0390625,-1.9873046875,0.0235290527344,7.0703125,0.0
188,-4.61328125,4.96875,-1.9873046875,0.0156860351562,7.0625,0.0
189,-4.66015625,4.90625,-1.984375,0.0156860351562,7.04296875,0.0
190,-4.70703125,4.8515625,-1.9833984375,0.0196075439453,7.046875,0.0
191,-4.7734375,4.7734375,-1.9814453125,0.0156860351562,7.03125,0.0
192,-4.8125,4.7109375,-1.978515625,0.0196075439453,7.01953125,0.0
193,-4.8671875,4.65625,-1.9794921875,0.0156860351562,7.01953125,0.0
194,-4.92578125,4.57421875,-1.9765625,0.0196075439453,7.0078125,0.0
195,-4.96484375,4.51171875,-1.9736328125,0.0196075439453,6.9921875,0.0
196,-5.0078125,4.453125,-1.97265625,0.0196075439453,6.984375,0.0
197,-5.0703125,4.375,-1.97265625,0.0235290527344,6.984375,0.0
198,-5.109375,4.3125,-1.9697265625,0.0235290527344,6.96875,0.0
199,-5.1484375,4.24609375,-1.966796875,0.0274505615234,6.95703125,0.0
200,-5.19921875,4.19140625,-1.96875,0.0235290527344,6.9609375,0.0
201,-5.25,4.10546875,-1.9658203125,0.0235290527344,6.9453125,0.0
202,-5.30078125,4.046875,-1.9677734375,0.0196075439453,6.9453125,0.0
203,-5.33203125,3.982421875,-1.96484375,0.0156860351562,6.9375,0.0
204,-5.38671875,3.900390625,-1.9638671875,0.0196075439453,6.93359375,0.0
205,-5.41796875,3.83203125,-1.9599609375,0.0235290527344,6.91796875,0.0
206,-5.4609375,3.771484375,-1.9619140625,0.0196075439453,6.9140625,0.0
207,-5.50390625,3.68359375,-1.9580078125,0.0196075439453,6.90625,0.0
208,-5.546875,3.62109375,-1.958984375,0.0156860351562,6.90625,0.0
209,-5.5859375,3.556640625,-1.958984375,0.0196075439453,6.8984375,0.0
210,-5.62890625,3.470703125,-1.95703125,0.0196075439453,6.89453125,0.0
211,-5.66015625,3.404296875,-1.9560546875,0.0156860351562,6.890625,0.0
212,-5.69921875,3.33984375,-1.9560546875,0.0156860351562,6.87890625,0.0
213,-5.7109375,3.291015625,-1.9521484375,0.0156860351562,6.875,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0
264,-6.45703125,-0.70947265625,-1.923828125,0.0156860351562,6.7734375,0.0
265,-6.44921875,-0.78076171875,-1.923828125,0.0156860351562,6.7734375,0.0
266,-6.4453125,-0.8740234375,-1.9248046875,0.0156860351562,6.765625,0.0
267,-6.42578125,-0.9443359375,-1.9228515625,0.0117645263672,6.7734375,0.0
268,-6.41796875,-1.015625,-1.9228515625,0.0156860351562,6.7734375,0.0
269,-6.40625,-1.111328125,-1.9228515625,0.0156860351562,6.765625,0.0
270,-6.3984375,-1.1826171875,-1.923828125,0.0117645263672,6.77734375,0.0
271,-6.375,-1.25,-1.9208984375,0.0117645263672,6.76953125,0.0
272,-6.359375,-1.345703125,-1.9208984375,0.0156860351562,6.7734375,0.0
273,-6.34765625,-1.4130859375,-1.9208984375,0.0117645263672,6.7734375,0.0
274,-6.328125,-1.4814453125,-1.919921875,0.0117645263672,6.77734375,0.0
275,-6.3046875,-1.5751953125,-1.9189453125,0.00784301757812,6.76953125,0.0
276,-6.28515625,-1.642578125,-1.91796875,0.00784301757812,6.7734375,0.0
277,-6.26953125,-1.7119140625,-1.91796875,0.0117645263672,6.7734375,0.0
278,-6.24609375,-1.8046875,-1.91796875,0.0117645263672,6.76953125,0.0
279,-6.22265625,-1.8720703125,-1.916015625,0.0117645263672,6.7734375,0.0
280,-6.19921875,-1.9619140625,-1.916015625,0.00784301757812,6.7734375,0.0
281,-6.1796875,-2.03125,-1.916015625,0.0117645263672,6.76953125,0.0
282,-6.16015625,-2.099609375,-1.9169921875,0.0117645263672,6.78125,0.0
283,-6.12109375,-2.185546875,-1.9140625,0.0117645263672,6.76953125,0.0
284,-6.10546875,-2.255859375,-1.9150390625,0.0117645263672,6.77734375,0.0
285,-6.07421875,-2.341796875,-1.9150390625,0.0156860351562,6.78515625,0.0
286,-6.0546875,-2.41015625,-1.916015625,0.0156860351562,6.79296875,0.0
287,-6.03515625,-2.478515625,-1.9169921875,0.0156860351562,6.7890625,0.0
288,-5.9921875,-2.564453125,-1.9150390625,0.0156860351562,6.79296875,0.0
289,-5.96484375,-2.62890625,-1.9140625,0.0117645263672,6.79296875,0.0
290,-5.94140625,-2.6953125,-1.9150390625,0.0156860351562,6.79296875,0.0
291,-5.89453125,-2.779296875,-1.912109375,0.0156860351562,6.79296875,0.0
292,-5.87890625,-2.84765625,-1.9150390625,0.0156860351562,6.80078125,0.0
293,-5.8359375,-2.931640625,-1.9140625,0.0156860351562,6.7890625,0.0
294,-5.796875,-2.994140625,-1.912109375,0.0156860351562,6.80078125,0.0
295,-5.7734375,-3.05859375,-1.9130859375,0.0117645263672,6.8046875,0.0
296,-5.734375,-3.14453125,-1.9140625,0.0156860351562,6.80078125,0.0
297,-5.69140625,-3.203125,-1.9111328125,0.0156860351562,6.8046875,0.0
298,-5.65234375,-3.287109375,-1.912109375,0.0156860351562,6.80859375,0.0
299,-5.6171875,-3.345703125,-1.9111328125,0.0156860351562,6.80859375,0.0
300,-5.5703125,-3.427734375,-1.9111328125,0.0156860351562,6.80859375,0.0
301,-5.53125,-3.484375,-1.9091796875,0.0156860351562,6.80859375,0.0
302,-5.4921875,-3.572265625,-1.912109375,0.0117645263672,6.81640625,0.0
303,-5.453125,-3.630859375,-1.9111328125,0.0156860351562,6.81640625,0.0
304,-5.41015625,-3.6875,-1.9091796875,0.0156860351562,6.8203125,0.0
305,-5.359375,-3.765625,-1.9091796875,0.0156860351562,6.81640625,0.0
306,-5.3203125,-3.82421875,-1.9091796875,0.0156860351562,6.8203125,0.0
307,-5.26953125,-3.90234375,-1.9091796875,0.0156860351562,6.82421875,0.0
308,-5.234375,-3.96484375,-1.9111328125,0.0196075439453,6.83203125,0.0
309,-5.171875,-4.03515625,-1.908203125,0.0196075439453,6.828125,0.0
310,-5.12890625,-4.08984375,-1.9072265625,0.0196075439453,6.83203125,0.0
311,-5.07421875,-4.1640625,-1.9072265625,0.0196075439453,6.83203125,0.0
312,-5.03515625,-4.22265625,-1.908203125,0.0235290527344,6.828125,0.0
313,-4.97265625,-4.26171875,-1.9013671875,0.0235290527344,6.8203125,0.0
314,-4.91796875,-4.33984375,-1.90234375,0.0274505615234,6.82421875,0.0
315,-4.87109375,-4.390625,-1.9013671875,0.0235290527344,6.8203125,0.0
316,-4.8046875,-4.45703125,-1.8994140625,0.0313720703125,6.81640625,0.0
317,-4.75,-4.5,-1.896484375,0.0313720703125,6.81640625,0.0
318,-4.6875,-4.56640625,-1.8955078125,0.0313720703125,6.81640625,0.0
319,-4.61328125,-4.59375,-1.8837890625,0.0392150878906,6.77734375,0.0
320,-4.50390625,-4.5859375,-1.8603515625,0.0392150878906,6.69140625,0.0
321,-4.375,-4.58984375,-1.8349609375,0.0274505615234,6.6015625,0.0
322,-4.27734375,-4.5859375,-1.814453125,0.0470581054688,6.52734375,0.0
323,-4.19140625,-4.58984375,-1.7978515625,0.0549011230469,6.46875,0.0
324,-4.06640625,-4.5859375,-1.771484375,0.0549011230469,6.37890625,0.0
325,-3.984375,-4.59375,-1.7578125,0.0509948730469,6.328125,0.0
326,-3.861328125,-4.5859375,-1.732421875,0.066650390625,6.2421875,0.0
327,-3.779296875,-4.58984375,-1.7177734375,0.0745239257812,6.1875,0.0
328,-3.697265625,-4.58984375,-1.7021484375,0.0745239257812,6.13671875,0.0
329,-3.599609375,-4.60546875,-1.6875,0.0509948730469,6.08203125,0.0
330,-3.55859375,-4.65234375,-1.689453125,0.058837890625,6.09375,0.0
331,-3.482421875,-4.6875,-1.6845703125,0.0902099609375,6.078125,0.0
332,-3.41796875,-4.70703125,-1.6767578125,0.0863037109375,6.046875,0.0
333,-3.322265625,-4.71484375,-1.6611328125,0.0863037109375,6.0,0.0
334,-3.244140625,-4.7109375,-1.6474609375,0.0941162109375,5.953125,0.0
335,-3.154296875,-4.6875,-1.626953125,0.12939453125,5.87890625,0.0
336,-3.07421875,-4.71484375,-1.619140625,0.101989746094,5.83203125,0.0
337,-3.001953125,-4.71484375,-1.607421875,0.0980224609375,5.80859375,0.0
338,-2.927734375,-4.7421875,-1.6015625,0.0980224609375,5.796875,0.0
339,-2.8828125,-4.78125,-1.6044921875,0.0823364257812,5.78515625,0.0
340,-2.806640625,-4.80859375,-1.5986328125,0.0941162109375,5.75390625,0.0
341,-2.73828125,-4.80859375,-1.587890625,0.101989746094,5.75390625,0.0
342,-2.63671875,-4.7890625,-1.568359375,0.0941162109375,5.6875,0.0
343,-2.615234375,-4.86328125,-1.58203125,0.105895996094,5.73828125,0.0
344,-2.537109375,-4.88671875,-1.5771484375,0.12548828125,5.7265625,0.0
345,-2.537109375,-5.0,-1.60546875,0.0941162109375,5.74609375,0.0
346,-2.421875,-4.953125,-1.5771484375,0.0941162109375,5.7109375,0.0
347,-2.384765625,-5.00390625,-1.5849609375,0.0823364257812,5.69921875,0.0
348,-2.26171875,-4.93359375,-1.55078125,0.101989746094,5.64453125,0.0
349,-2.216796875,-4.96875,-1.5546875,0.0941162109375,5.57421875,0.0
350,-2.111328125,-4.921875,-1.529296875,0.066650390625,5.5703125,0.0
351,-2.04296875,-4.90625,-1.5166015625,0.113708496094,5.52734375,0.0
352,-1.9931640625,-4.9296875,-1.5166015625,0.066650390625,5.5,0.0
353,-1.951171875,-4.97265625,-1.5224609375,0.113708496094,5.48828125,0.0
354,-1.84375,-4.95703125,-1.5068359375,0.0941162109375,5.46484375,0.0
355,-1.8681640625,-5.2109375,-1.5751953125,0.0745239257812,5.50390625,0.0
356,-1.8232421875,-5.25390625,-1.5810546875,0.062744140625,5.54296875,0.0
357,-1.84765625,-5.53515625,-1.6572265625,0.066650390625,5.640625,0.0
358,-1.5849609375,-4.9921875,-1.48828125,0.0392150878906,5.4453125,0.0
359,-1.509765625,-4.94140625,-1.4677734375,0.0509948730469,5.34765625,0.0
360,-1.4814453125,-5.078125,-1.5009765625,0.0902099609375,5.43359375,0.0
361,-1.5078125,-5.3984375,-1.5888671875,0.101989746094,5.51171875,0.0
362,-1.3935546875,-5.2265625,-1.5322265625,0.12158203125,5.62109375,0.0
363,-1.4248046875,-5.59375,-1.6337890625,0.062744140625,5.5234375,0.0
364,-1.3134765625,-5.48828125,-1.595703125,0.101989746094,5.62109375,0.0
365,-1.2294921875,-5.3984375,-1.5654296875,0.066650390625,5.62109375,0.0
366,-1.1923828125,-5.55859375,-1.607421875,0.12158203125,5.5859375,0.0
367,-1.111328125,-5.4765625,-1.5791015625,0.0902099609375,5.80859375,0.0
368,-0.99072265625,-5.21484375,-1.4990234375,0.058837890625,5.515625,0.0
369,-0.921875,-5.24609375,-1.5029296875,0.0823364257812,5.46484375,0.0
370,-0.869140625,-5.34375,-1.52734375,0.0706176757812,5.5859375,0.0
371,-0.73388671875,-4.9375,-1.408203125,0.058837890625,5.1796875,0.0
372,-0.77685546875,-5.5703125,-1.583984375,0.0745239257812,5.19140625,0.0
373,-0.634765625,-5.0703125,-1.439453125,0.0863037109375,5.30859375,0.0
374,-0.58154296875,-5.1796875,-1.4677734375,0.066650390625,5.4140625,0.0
375,-0.5380859375,-5.25390625,-1.4853515625,0.0745239257812,5.3203125,0.0
376,-0.5009765625,-5.53515625,-1.5625,0.0745239257812,5.36328125,0.0
377,0.0,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0,0.0,0.0
392,0.55419921875,-5.00390625,-1.404296875,0.0941162109375,5.1484375,0.0
393,0.61083984375,-5.06640625,-1.4228515625,0.12158203125,5.18359375,0.0
394,0.755859375,-5.640625,-1.5869140625,0.109802246094,5.35546875,0.0
395,0.78125,-5.34765625,-1.5068359375,0.145141601562,5.61328125,0.0
396,0.86767578125,-5.45703125,-1.5390625,0.0941162109375,5.57421875,0.0
397,0.95361328125,-5.53515625,-1.5654296875,0.109802246094,5.56640625,0.0
398,0.93798828125,-5.046875,-1.4296875,0.0863037109375,5.33203125,0.0
399,1.0,-5.10546875,-1.447265625,0.062744140625,5.32421875,0.0
400,1.17578125,-5.58984375,-1.58984375,0.101989746094,5.390625,0.0
401,1.134765625,-5.0703125,-1.4443359375,0.149047851562,5.390625,0.0
402,1.1875,-5.06640625,-1.4462890625,0.12158203125,5.40234375,0.0
403,1.3837890625,-5.55078125,-1.5908203125,0.199951171875,5.41015625,0.0
404,1.384765625,-5.296875,-1.5224609375,0.0863037109375,5.5390625,0.0
405,1.5234375,-5.55078125,-1.599609375,0.0823364257812,5.69140625,0.0
406,1.55078125,-5.42578125,-1.5673828125,0.101989746094,5.57421875,0.0
407,1.64453125,-5.48046875,-1.5888671875,0.101989746094,5.7734375,0.0
408,1.6796875,-5.3203125,-1.548828125,0.0706176757812,5.63671875,0.0
409,1.7353515625,-5.30859375,-1.5498046875,0.12158203125,5.796875,0.0
410,1.7412109375,-5.07421875,-1.48828125,0.0745239257812,5.5703125,0.0
411,1.861328125,-5.26953125,-1.5498046875,0.101989746094,5.765625,0.0
412,1.904296875,-5.22265625,-1.541015625,0.0941162109375,5.765625,0.0
413,2.01171875,-5.35546875,-1.5869140625,0.13720703125,5.8515625,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0
415,2.23046875,-5.5,-1.6455078125,0.109802246094,6.1328125,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0
